aboard,cn_in,date,fatalities,flight,ground,location,operator,registration,route,summary,time,type
4.0,,-1274630400,4.0,,0.0,"Clovis, New Mexico",Middle States Airlines,NC870E,,,,Lockheed Vega
1.0,,-1274457600,1.0,,0.0,"Perpignan, France",Aeropostale,,,,,Breguet 14
1.0,,-1273507200,1.0,,0.0,"Sochi, Russia",Ukvozduchput,CCCP-217,,,,Kalinin K-4
5.0,1571,-1273507200,4.0,,0.0,"Elm, Germany",Deutsche Lufthansa,D-757,,Weather related.,,Fokker FG II
2.0,,-1272729600,1.0,,0.0,"Needles, California",Associated Aviators,NR859E,,The plane crashed after going into a tail spin. The mechaniwas able to parachute to safety.,,Lockheed Vega
8.0,5-AT-002,-1272643200,8.0,,0.0,"Mt. Taylor, New Mexico",Trans Continental Air Transport,NC9649,Albuquerque - Los Angeles,Crashed in a thunderstorm after being struck by lightning. The plane was named 'The City of San Francisco.',c: 1:00,Ford 5-AT-B Tri Motor
5.0,239,-1272384000,3.0,,0.0,"Jask, Iran",Imperial Airways,G-EBMZ,"London, England - India",The mail plane caught fire after crash landing.,,de Havilland DH-66 Hercules
5.0,704,-1271433600,5.0,,0.0,"Off Larache, Morocco",Aeropostale,F-AIUJ,,Crashed into the Mediterranean.,,Latecoere 25-3-R
2.0,,-1271433600,1.0,,0.0,"Jacumba, California",Pickwick Airways,,Tijuana - Nogales,The mail plane crashed into a hillside in the desert while attempting to make an emergency landing during a storm.,,Fairchild 71
1.0,,-1271433600,1.0,,0.0,"Mt Lamentation, Connecticut",Colonial Air Transport,,,The mail plane crashed into Mt. Lamentation and burst into flames.,,Pitcairn PA-6 Mailwing
7.0,5748,-1268064000,7.0,,0.0,"Off Spezia, Italy",Imperial Airways,G-AADN,,The aircraft ditched in the ocean after encountering gale force winds. Sank while in tow. The plane was named 'City of Rome.',,Short Calcutta
1.0,,-1267804800,1.0,,0.0,"Mount Vernon, Ohio",Continental Air Lines,,Cleveland - Louisville,The mail plane crashed into a grove of trees 8 miles southwest of Mount Vernon.,,Stearman C-38
2.0,,-1267632000,2.0,,0.0,"Off Bremerton, Washington",Bremerton-Seattle Air Taxi / Gorst Air Lines,,Bremerton,The air taxi crashed into Puget Sound as it attempted to take off.,,Loening C-2C
4.0,097,-1267286400,4.0,,0.0,"Cerro del Carbon, Mexico",Corp. Aeronautica de Transportes,NC46M,Mexico City - Juarez,The mail plane crashed in dense fog.,07:00,Lockheed Vega 5
8.0,911,-1267113600,7.0,,0.0,"Near Godstone, Surrey, England",Deutsche Lufthansa,D-903,Amsterdam - Croyden,Crashed in heavy rain and fog while attempting to land.,,Junkers G-24
3.0,1,-1266336000,3.0,,0.0,"Off Corsica, France",Air Union,F-AIGB,,Crashed into the Mediterranean in fog.,,Liore et Olivier 190
1.0,,-1265040000,1.0,,0.0,"Vancouver, Washington",Varney Air Lines,,,The mail plane crashed into a fog bound tower of the interstate bridge spanning the Columbia River.,,Stearman M-2 Speedmail
1.0,,-1264867200,1.0,,0.0,"Chagrin Falls, Ohio",National Air Transport,,,The mail plane crashed en route during a storm.,,Douglas M-3
3.0,,-1263830400,3.0,,0.0,Mediterranean Sea,Aeropostale,F-AJDA,,,,Bernard 192
3.0,,-1263398400,2.0,,0.0,"Near Berlin, Germany",Deutsche Lufthansa,D-1594,,Forced landing 40 miles from Berlin.,,Arado V1
5.0,,-1262448000,5.0,,0.0,"Amarillo, Texas",Trans Continental Air Transport,,,Crashed on approach onto a golf course.,,Travel Air B6000
1.0,,-1261497600,1.0,,0.0,"Brawnson, Nebraska",Boeing Air Transport,NC184E,,The airmail plane crash landed and burst into flames on a farm in fog and snow while attempting to make an emergency landing.,,Boeing 95
3.0,,-1261238400,3.0,,0.0,"Antananarivo, Madagascar",Air Orient,F-AJJK,,,,Farman 190
16.0,5-AT-046,-1260720000,16.0,7,0.0,"Oceanside, California",Maddux Airlines,NC9689,"Aqua Caliente, Mexico - Los Angeles","While en route to Los Angeles, the pilot, flying a low altitude due to poor weather conditions tried to turn back. While in a left turn his left wing struck a hill, crashed and burned. Adverse weather conditions. The plane flew into a sudden squall which cause the pilot to lose control.",18:23,Ford 5-AT-C Tri Motor
2.0,,-1260201600,2.0,,0.0,"Off Ceuta, Spain",Aeropostale,F-AJCL,,,,Latecoere 25
5.0,963,-1260028800,5.0,,0.0,"Kansas City, Kansas",Central  Airlines,,"Wichita - Kansas City, KS","While preparing to land, the plane side slipped and dived into the ground from a height of 500 ft. and caught fire. As quickly as the bodies were removed, a hastily mustered crew of pilots and mechanics from Universal Airlines  and Central Airlines, began removing all evidence of the accident, savagely fighting off reporters and photographers as they worked.",17:30,Travel Air A6000A
1.0,,-1259424000,1.0,,0.0,"Hartford, Connecticut",Colonial Air Transport,,"Newark, NJ - Hartford, CT",While attempting to land the plane struck a building and fell into the Connecticut river.,,Pitcairn PA-6 Mailwing
2.0,,-1258819200,2.0,,0.0,"Marden, England",Air Union,F-FHMY,,,,Farman F-63
4.0,634,-1253030400,4.0,,0.0,"Jersey City, New Jersey",Canadian Colonial Airways,,"Albany, NY - Jersey City, NJ",Crashed into power lines 150 feet above the ground in fog.,c:17:00,Fairchild 71
4.0,,-1251129600,3.0,,0.0,Buenos Aires,Aeropostale,F-AJPD,,,,Latecoere 28
15.0,5-AT-033,-1248883200,1.0,,0.0,"Boston, Massachusetts",Colonial Air Transport,NC9675,,Crashed into Boston Harbor after loosing the right  engine on takeoff.,,Ford Tri-Motor 5
8.0,44,-1246118400,5.0,,0.0,"Bornholm, Denmark",Deutsche Lufthansa,D-864,Stettin - Norway,"The flying boat landed in a storm in the open ocean due to engine failure. After three hours, the plane was  capsized by a large wave.",,Dornier Wal
5.0,087,-1245859200,5.0,,0.0,"Arkansas Pass, Texas",Cross Airways,NC-394H,,"The aircraft exploded in the air at an altitude of 4,000 feet shortly after taking off. The plane was flying in an area of fog and thunderstorms.",,Lockheed Vega 5
11.0,5-AT-050,-1242144000,10.0,,0.0,"Iglau, Czechoslovakia",Ceskoslovenske Aerolinie,OK-FOR,Prague - Brun -  Pressburg,"Crashed while the pilot attempted to make an  emergency landing in fog, during a storm.",,Ford 5-AT-C Tri Motor
2.0,,-1240416000,2.0,,0.0,"Croydon, England",Sabena,OO-AIN,,,,Sabca F-VII
3.0,,-1239206400,3.0,,0.0,"Southesk, Saskatchewan, Canada",Western Canada Airways,,Calgary - Moosejaw,The air mail plane crashed in fog  while en route.,,
54.0,R-101,-1238342400,48.0,,0.0,"Near Beauvais, France",Military - British Air Ministry,G-FAAW,"Cardington, England - Karachi, Pakistan","The airship was on its inaugural flight from Cardington, England to Karachi, (Pakistan). During a storm on the first night, it suddenly nosedived, leveled briefly, then dived again crashing and burning. Preparations had been rushed for political reasons and there had been no full-speed test flight. In the wind and rain, the outer cover split open at the front so that the two forward gasbags ruptured simultaneously. Dropping ballast raised the nose, but only because there was also dynamilift, which was promptly lost as speed was reduced, presumably to save the remaining gasbags.",02:05,Royal Airship Works R-101
8.0,443,-1238256000,8.0,,0.0,"Dresden, Germany",Deutsche Lufthansa,D-1930,Berlin - Vienna,Crashed into hill while attempting to land.,09:45,Messerschmitt M-20B
4.0,,-1237737600,4.0,,0.0,"La Rache, Morocco",Aeropostale,F-AJUU,Casablanca - Bahat - Toulouse,The french postal plane crashed into mountains.,,Latecoere 28
3.0,120,-1236355200,3.0,,0.0,"Prince Rupert, BC, Canada",Alaska-Washington Airways,NC103W,,,,Lockheed Vega
6.0,W8-7,-1236182400,3.0,,0.0,"Near Neufchatel, France",Imperial Airways,G-EBIX,"Paris, France - London, England",Crashed into high ground in fog after losing an engine. The plane was named 'City of Washington.',,Handley Page W-8
1.0,,-1236182400,1.0,,0.0,"Brookston, Indiana",Embry Riddle Company,,,After developing engine trouble the pilot tried to parachute out of the plane but the parachute got caught on the plane and the pilot was dragged to his death.,,Pitcairn PA-6 Mailwing
9.0,921,-1235491200,1.0,,0.0,"Off of Santos, Brazil",Syndicato Condor,P-BAHA,,Crashed into the sea.,,Junkers G-24
3.0,,-1234540800,3.0,,,"Techachapi Mountains, California",PacifiAir Transport,NC5340,"Burbank, CA - Oakland, CA","Crashed into a mountainside at an altitude of 4,500  feet during a snowstorm.",c: 2:00,Boeing 40
6.0,,-1232726400,4.0,,0.0,"Shanghai, China",China National Aviation Corporation,,Shanghai - Hankow,The lower right wing of the aircraft hit the mast of  a river boat and the plane flipped over on its back and  crashed onto a river bank. The aircraft was named 'Shanghai'.,,Loening C-W Air Yaht
2.0,,-1230134400,2.0,,0.0,"Melle, Belgium",Sabena,OO-AIL,,,,Fokker F-VII
1.0,,-1228924800,1.0,,0.0,"Bluff Mountain, Washington",Varney Air Lines,NC741K,Portland - Pasco,The mail plane flew into Bluff Mountain in dense fog.,,Boeing 40
1.0,,-1227456000,1.0,,0.0,"Wairoa, New Zealand",Dominion Air Lines,ZK-ACA,,,,Desoutter II
3.0,,-1226419200,2.0,,0.0,"Bagot, Manitoba, Canada",Western Canada Airways,,Winnigeg - Moosejaw,"The plane carrying mail, crashed into a field, turned over and burst into flames. There was heavy fog in the area of the accident.",,Fokker Universal F-14
3.0,,-1226073600,1.0,,0.0,Off Spain,Aeropostale,F-AITX,,,,Latecoere 32
8.0,241,-1223913600,8.0,,0.0,"New South Wales, Australia",Australian National Airways,VH-UMF,,Wreckage found 10/26/1958.,,Avro 10
8.0,1063,-1223049600,8.0,599,0.0,"Bazaar, Kansas",Trans Continental and Western Air,NC-999,Kansas City - Wichita -  Los Angeles,"Shortly after taking off from Kansas City, one of the aircraft's wing's separated in flight after penetrating a thunderstorm and experiencing strong turbulence and icing. The plane crashed into a wheat field. Wing-aileron flutter, brought about by moisture leaking into the wing's interior, weakening the glue that bonded the wooden spars. Notre Dame football coach, Knute Rockne, 43, killed.",10:45,Fokker F10A Trimotor
10.0,442,-1221840000,2.0,,0.0,"Near Letschen, Germany",Deutsche Lufthansa,D-1928,,Fuselage failure. Four were seriously injured and both the pilot and radio operator were killed.,,Messerschmitt M-20
2.0,,-1220025600,2.0,,0.0,"Burbank, California",PacifiAir Transport,NC5390,San Diego - Los Angeles,The mail plane crashed into Las Tunas Canyon while attempting to land at  Burbank Airport in dense fog.,23:30,Boeing 40
1.0,,-1218556800,1.0,,0.0,"Wampit, Australia",Guiena Airways,VH-UNR,,,,Junkers W-34
1.0,,-1218384000,1.0,,0.0,"Bellefonte, Pennsylvania",National Air Transport,NC397E,,Crashed into a mountain and burned in poor visibility.,22:30,Boeing 95
4.0,5096,-1217174400,4.0,,0.0,"Near Sandoway, Burma",Air Orient,PH-AEO,Saigon - Karachi,Crashed into a trees and fell into a river 50 km south of Sandoway after experiencing engine trouble while attempting to land at Sandoway in poor visibility and monsoon conditions.,09:00,Fokker F-VIIB
3.0,064,-1216828800,2.0,,0.0,"Walbridge, Ohio",Rubner Flying Service,NC857E,,A wing buckled as the plane was attempting to land and the plane crashed.,,Lockheed Vega 2
4.0,177,-1216656000,4.0,,0.0,"Saarbrucken, Germany",Deutsche Lufthansa,D-1455,Cologne - Saarbrucken,"After circling in fog for half an hour, the plane rose to about 300 ft. and nose dived into the ground and burst into flames. Engine failure.",,Dornier Merkur
2.0,,-1214150400,2.0,,0.0,"Chicago, Illinois",Braniff Airlines,NC8497,Chicago - Detroit,Engine quit while taking off. The plane crashed from a height of 700 feet. The pilot tried to return to the airport  by banking to the right but did not have sufficient altitude to recover.,,Lockheed Vega
2.0,,-1213977600,2.0,,0.0,"Temora, Australia",Australian Aerial Services,VH-UGF,,,,Lasco Lascowl
1.0,,-1213372800,1.0,,0.0,"Centralia, Illinois",American Airways,,,,,Pitcairn PA-6 Mailwing
7.0,,-1213113600,7.0,,0.0,"Kurudjevo, Bulgaria",CIDNA,,Constantinople - Budapest,The aircraft caught fire in mid air and crashed.,,Fokker F-VII
6.0,5AT-029,-1211731200,6.0,,0.0,"Cincinnati, Ohio",American Airways,NC9662,,Crashed from a height of 500 feet on the banks of Little Miami River shortly after taking off.  Engine failure due to a broken hub on the right engine which led to the detachment of the motor from the aircraft.,08:40,Ford 5-AT-C Tri Motor
1.0,,-1208620800,1.0,,0.0,"Chicago, Illinois",Chicago-Detroit Airways,NC606,,Crashed in a severe rainstorm while attempting to land.,20:00,Lockheed Vega
4.0,,-1208448000,4.0,,0.0,"Oakland, California",PacifiAir Transport,NC10347,"Oakland, CA - Seattle, WA",Crashed into San Francisco Bay shortly after taking off from Oakland airport.,04:00,Boeing 40
3.0,334,-1206720000,3.0,,0.0,"Novia Scotia, Canada",Deutsche Lufthansa,D-1717,,,,Heinkel HE-2
3.0,107,-1206028800,3.0,,0.0,Brazil,Syndicato Condor,P-BALSA,,,,Dornier Wal
5.0,178,-1204128000,5.0,,0.0,"Camden, New Jersey","NY, Phil., Washington AW",NC12221,"Newark, NJ  - Camden, NJ - Washington DC",Crashed  onto a golf course and burst into flames after circling the airport twice to land.,06:48,Lockheed Orion 9
3.0,,-1203436800,3.0,,0.0,"Sir Lowry's pass, South Africa",Union Airways,,,,,De Havilland DH.80
1.0,,-1202572800,1.0,,0.0,"Salt Lake City, Utah",Boeing Air Transport,NC7465,,The mail plane crashed 8 miles west of Salt Lake airport. It is believed the plane overturned while attempting to land in the dark.,,Boeing 40
3.0,,-1202486400,3.0,,0.0,"Near Tsinan, China",China National Aviation Corporation,,Nanking - Peiking,Crashed into Chingshan mountain range 10 miles south of Tsinan in fog.,,Stinson
1.0,,-1202313600,1.0,,0.0,"Pasco, Washington",Varney Air Lines,NC10338,"Portland,  WA - Pasco, WA",Crashed in fog while attempting to land.,22:30,Boeing 40
6.0,049,-1201536000,2.0,,0.0,"Kewanee, Illinois",Braniff Airways,NC433E,Kansas City - Chicago,Crashed attempting to land at an alternate airfield in a sleet storm. The plane struck the roof of a barn adjacent to the airfield and was destroyed. Icing.,,Lockheed Vega 5
7.0,5226,-1201449600,5.0,,0.0,"Bangkok, Thailand",KLM Royal Dutch Airlines,PH-AFO,,Did not gain altitude while taking off. The landing gear hit the top of a dam and the plane crashed.,,Fokker F-VIIb-3M
2.0,,-1201190400,2.0,,0.0,Off Algiers,Aeropostale,F-AIOX,,,,CAMS 56
5.0,,-1199289600,4.0,,0.0,"Springfield, Ohio",American Airways,,"Port Colombus, OH - Louisville, KY","Under orders from his supervisor, the pilot took off in extremely poor weather conditions. After encountering fog he attempted to turn back to the airport but a wing tip struck a knoll and the plane crashed.",,Fairchild Pilgrim 100A
1.0,,-1197475200,1.0,,0.0,"Colvin Park, Ilinois",Northwest Airways,,"Rockford - Chicago, IL - Madison, WI",Crashed in heavy fog a few minutes after taking off from Rockford. A witness said the plane caught fire after an explosion in mid air and crashed.,,Stinson SM-2A
8.0,5034,-1196784000,8.0,,0.0,"Lebec, California",Century PacifiLines,,"San Francisco - Bakersfield - Los Angeles, CA",Crashed into a canyon in mountains during a snowstorm.,,Stinson SM-6000B
5.0,,-1196524800,5.0,,0.0,"Off Miami, Florida",Bimini Airways,,Miami - Bimini,Disappeared while en route on a 45 minute flight.,,Fairchild
1.0,,-1196438400,1.0,,0.0,"Marcellus, Michigan",Transamerican Airlines,,Chicago - Kalamazoo,Mail plane crashed.,,Stearman C-3MB
2.0,,-1196438400,1.0,,0.0,"Rio Vista, California",Boeing Air Transport,NC7470,,Struck an irrigation ditch and caught fire  during landing.,,Boeing 40
3.0,,-1194278400,3.0,,0.0,"Off Setiba, Brazil",Aeropostale,F-AJOX,,,,Latecoere 28
5.0,,-1193414400,2.0,,0.0,"Saint Louis, Illinois",Century Air Lines,,Training,"Crashed into a skeleton of an old windmill, 500 yards from the edge of the field while practicing night landings.",02:00,Stinson SM-6000B
7.0,1027,-1192464000,7.0,,0.0,"Calimesa, California",American Airways,,"Phoenix, AZ - Los Angeles, CA",Crashed into an orchard after striking power lines in fog.,,Fokker F-10A
1.0,,-1192291200,1.0,,0.0,"Steubenville, Ohio",Trans Continental and Western Air,,Columbus - McKeesport,The mail plane pilot drowned when his parachute tangled in the fuselage and he was dragged into the Ohio River after his plane crashed.,,Northrop Alpha
3.0,,-1191600000,3.0,,0.0,Syria,Air Orient,,,,,Farman F-190
1.0,,-1191427200,1.0,,0.0,"Bedford, Ohio",National Air Transport,NC191E,,,,Boeing 95
1.0,,-1189612800,1.0,,0.0,"Fort Wayne, Indiana",Transamerica Airlines,,,,,Stearman C-3MB
2.0,,-1188576000,2.0,,0.0,"Portland, Oregon",Varney Air Lines,NC830M,,,,Boeing 40
3.0,,-1187452800,3.0,,0.0,"Burbank, California",PacifiAir Transport,NC5589,San Diego - Burbank - Oakland,Crashed and burned  in fog while attempting to land at Burbank Airport. Both pilots and the radio man were killed.,,Boeing 40
9.0,5-AT-062,-1182182400,9.0,,0.0,"Mount El Plomo, near Vitacura, Chile",Panagra,NC403H,"Santiago, Chile - Mendosa, Argentina","The aircraft crashed in a severe snowstorm in the Andes Mountains.  The wreckage was buried by ice and snow and wasn’t found until March 22, 1934.",,Ford 5-AT-C Tri Motor
7.0,,-1179849600,1.0,,0.0,"Beyrouth, Lebanon",Air Orient,F-AIQY,,,,CAMS 53
2.0,,-1178294400,2.0,,0.0,"Tubergen, Germany",A B Aerotransport,SE-AAE,,,,Junkers G-23
4.0,,-1177516800,3.0,,0.0,"Salt Flats, Texas",American Airways,NC9716,El Paso - Dallas,The mail plane struck a mountain and burned encountering poor weather conditions.,c:09:00,Fokker F-10
2.0,,-1176739200,1.0,,0.0,"Selsdon Park, England",Air Union,F-AIFE,,,,Liore-et-Olivier 213
3.0,,-1176652800,3.0,,0.0,"Byron Bay, Australia",New England Airways,VH-UPM,,,,De Havilland DH-80
1.0,,-1174579200,1.0,,0.0,"Port Etienne, Mauritania",Aeropostale,,,,,Latecoere 28
2.0,,-1173369600,2.0,,0.0,"Villa Monte, Bolivia",Lloyd Aero Boliviano,,,Former American army flyer Donald Duke was killed when his plane carrying Bolivian army supplies crashed.,,Ford Tri-motor 5
2.0,,-1173110400,2.0,,0.0,"Ramsgate, England",Deutsche Lufthansa,,,The mail plane ditched into the English Channel after encountering 60 mile-an-hour gale force winds.,,Junkers W-33
5.0,696,-1172764800,5.0,,0.0,"Echterpfuhl, Germany",Deutsche Lufthansa,D-724,Nuremberg - Frankfort,Crashed into mountainous terrain in the Spessart mountains in fog.,,Junkers F-13
2.0,,-1170777600,2.0,,0.0,"Marianna, Arkansas",Hunter Airways,,"Little Rock, AR - Memphis, TN",Became lost and circled  until the plane struck an oak tree and crashed onto a island in the bayou.,,Travel Air 6000
2.0,,-1169136000,2.0,,0.0,"Amarillo, Texas",Trans Continental and Western Air,NC9650,,The mail plane crashed in a snowstorm. The pilot died two days later from his injuries.,,Ford 5
1.0,,-1169136000,1.0,,0.0,"Rocky Ridge, Colorado",Boeing Air Transport,NC842M,,,,Boeing 40
2.0,,-1168099200,2.0,,0.0,"Wau, Australia",Guinea Airways,VH-UMJ,,,,De Havilland DH-60
1.0,,-1166803200,1.0,,0.0,Algiers,Aeropostale,F-AISV,,,,CAMS 53
2.0,,-1166457600,2.0,,0.0,"Newark, New Jersey",Eastern Air Transport,NC185H,Test flight,Went into a vertical bank and crashed and burned.,,Curtiss Condor 18
